SetNumber,URL,Description,Notes,DateAdded,DateRetrieved
"7074-1","http://cache.lego.com/bigdownloads/buildinginstructions/4234592.pdf","Cardboard Base","{No longer listed at LEGO.com}","2010-01-01",
"7075-1","http://cache.lego.com/bigdownloads/buildinginstructions/4244015.pdf","Captain Redbeard's Pirate Ship","BI, 7075 IN","2010-01-01","2017-06-28"
"7075-1","http://cache.lego.com/bigdownloads/buildinginstructions/4244021.pdf","Captain Redbeard's Pirate Ship","BI, 7075 NA","2010-01-01","2017-06-28"
"7078-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561058.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7078-1","http://cache.lego.com/bigdownloads/buildinginstructions/4580693.pdf","King's Battle Chariot","BI 3004/32 - 7078","2010-03-06","2017-06-28"
"7079-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561112.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7079-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561124.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7079-1","http://cache.lego.com/bigdownloads/buildinginstructions/4580698.pdf","Drawbridge  Defense","BI 3006/60+4 - 7079 V 29","2010-01-01","2017-06-28"
"7079-1","http://cache.lego.com/bigdownloads/buildinginstructions/4580699.pdf","Drawbridge  Defense","BI 3006/60+4 - 7079 V 39","2010-01-01","2017-06-28"
"7090-1","http://cache.lego.com/bigdownloads/buildinginstructions/4519416.pdf","Tri Pack","BI  7090 IN","2010-01-01","2017-06-28"
"7090-1","http://cache.lego.com/bigdownloads/buildinginstructions/4519417.pdf","Crossbow Attack","BI  7090 NA","2010-01-01","2017-06-28"
"7090-1","http://cache.lego.com/bigdownloads/buildinginstructions/4512521.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7090-1","http://cache.lego.com/bigdownloads/buildinginstructions/4512523.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7091-1","http://cache.lego.com/bigdownloads/buildinginstructions/4511037.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7091-1","http://cache.lego.com/bigdownloads/buildinginstructions/4511038.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7091-1","http://cache.lego.com/bigdownloads/buildinginstructions/4519418.pdf","Knights' Catapult Defense","BI  7091 IN","2010-01-01","2017-06-28"
"7091-1","http://cache.lego.com/bigdownloads/buildinginstructions/4519420.pdf","Knights' Catapult Defense","BI  7091 NA","2010-01-01","2017-06-28"
"7092-1","http://cache.lego.com/bigdownloads/buildinginstructions/4519422.pdf","Skeletons' Prison Carriage","BI  7092","2010-01-01","2017-06-28"
"7092-1","http://cache.lego.com/bigdownloads/buildinginstructions/4512524.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7093-1","http://cache.lego.com/bigdownloads/buildinginstructions/4514493.pdf","Skeleton Tower","BI, 7093","2010-01-01","2017-06-28"
"7094-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515377.pdf","King's Castle Siege","BI 1/2, 7094","2010-01-01","2017-06-28"
"7094-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515378.pdf","King's Castle Siege","BI 2/2, 7094","2010-01-01","2017-06-28"
"7097-1","http://cache.lego.com/bigdownloads/buildinginstructions/4580732.pdf","Trolls' Mountain Fortress","BI 3006/72+4 - 7097 V 29 2/2","2010-01-01","2017-06-28"
"7097-1","http://cache.lego.com/bigdownloads/buildinginstructions/4580733.pdf","Trolls' Mountain Fortress","BI 3006/72+4 - 7097 V 39 2/2","2010-01-01","2017-06-28"
"7097-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561060.pdf","Trolls' Mountain Fortress","BI 3006/72+4 - 7097 V 29 1/2","2010-01-01","2017-06-28"
"7097-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561062.pdf","Book 2","{No longer listed at LEGO.com}","2010-01-01",
"7097-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561064.pdf","Trolls' Mountain Fortress","BI 3006/72+4 - 7097 V 39 1/2","2010-01-01","2017-06-28"
"7097-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561065.pdf","Book 2","{No longer listed at LEGO.com}","2010-01-01",
"7097-1","http://cache.lego.com/bigdownloads/buildinginstructions/4626033.pdf","Trolls' Mountain Fortress","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7097-1","http://cache.lego.com/bigdownloads/buildinginstructions/4626040.pdf","Trolls' Mountain Fortress","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7101-1","http://cache.lego.com/bigdownloads/buildinginstructions/4128244.pdf","Lightsaber™ Duel","BUILD.INST. FOR 7101","2010-01-01","2017-06-28"
"7103-1","http://cache.lego.com/bigdownloads/buildinginstructions/4176940.pdf","Jedi™ Duel","BI 7103","2010-01-01","2017-06-28"
"7104-1","http://cache.lego.com/bigdownloads/buildinginstructions/4127834.pdf","Desert Skiff™","BUILD.INST. FOR 7104","2010-01-01","2017-06-28"
"7106-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131319.pdf","Droid™ Escape","BI 7106","2010-01-01","2017-06-28"
"7110-1","http://cache.lego.com/bigdownloads/buildinginstructions/4124911.pdf","Landspeeder™","BUILDING INST. FOR 7110","2010-01-01","2017-06-28"
"7111-1","http://cache.lego.com/bigdownloads/buildinginstructions/4128245.pdf","Droid Fighter™","BUILDING INST. FOR 7111","2010-01-01","2017-06-28"
"7113-1","http://cache.lego.com/bigdownloads/buildinginstructions/4177052.pdf","Tusken Raider™ Encounter","BI 7113","2010-01-01","2017-06-28"
"7115-1","http://cache.lego.com/bigdownloads/buildinginstructions/4128745.pdf","Gungan™ Patrol","BUILDING INST. FOR 7115","2010-01-01","2017-06-28"
"7116-1","http://cache.lego.com/bigdownloads/buildinginstructions/4582351.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7117-1","http://cache.lego.com/bigdownloads/buildinginstructions/4582352.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7119-1","http://cache.lego.com/bigdownloads/buildinginstructions/4170524.pdf","Twin-Pod Cloud Car™","BI 7119","2010-01-01","2017-06-28"
"7121-1","http://cache.lego.com/bigdownloads/buildinginstructions/4128246.pdf","Naboo™ Swamp","BUILDING INST. FOR 7121","2010-01-01","2017-06-28"
"7124-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129289.pdf","Flash Speeder™","BUILD.INST. FOR 7124","2010-01-01","2017-06-28"
"7126-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131320.pdf","Battle Droid™Carrier","BI 7126","2010-01-01","2017-06-28"
"7127-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131458.pdf","Imperial AT-ST™","BI 7127","2010-01-01","2017-06-28"
"7128-1","http://cache.lego.com/bigdownloads/buildinginstructions/4124923.pdf","SW Speeder Bikes™","BUILD. INST. FOR 7128","2010-01-01","2017-06-28"
"7130-1","http://cache.lego.com/bigdownloads/buildinginstructions/4124909.pdf","Snowspeeder™","BUILDING INST. FOR 7130","2010-01-01","2017-06-28"
"7131-1","http://cache.lego.com/bigdownloads/buildinginstructions/4128247.pdf","Anakin's Podracer™","BUILDING INST. FOR 7131","2010-01-01","2017-06-28"
"7133-1","http://cache.lego.com/bigdownloads/buildinginstructions/4177480.pdf","Bounty Hunter™ Pursuit","BI 7133","2010-01-01","2017-06-28"
"7134-1","http://cache.lego.com/bigdownloads/buildinginstructions/4127835.pdf","A-wing Fighter™","BUILD.INST FOR 7134","2010-01-01","2017-06-28"
"7135-1","http://cache.lego.com/bigdownloads/buildinginstructions/4582353.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7136-1","http://cache.lego.com/bigdownloads/buildinginstructions/4582354.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7137-1","http://cache.lego.com/bigdownloads/buildinginstructions/4582355.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7138-1","http://cache.lego.com/bigdownloads/buildinginstructions/4582356.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7139-1","http://cache.lego.com/bigdownloads/buildinginstructions/4170525.pdf","Ewok™ Attack","BI 7139","2010-01-01","2017-06-28"
"7140-1","http://cache.lego.com/bigdownloads/buildinginstructions/4125023.pdf","X-wing fighter™","BUILD.INST. FOR 7140","2010-01-01","2017-06-28"
"7141-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129019.pdf","Naboo Fighter™","BUILD. INST. FOR 7141","2010-01-01","2017-06-28"
"7142-1","http://cache.lego.com/bigdownloads/buildinginstructions/4195237.pdf","LEGO SYSTEM X-WING FIGHTER TM","BI 7142","2010-01-01","2017-06-28"
"7142-1","http://cache.lego.com/bigdownloads/buildinginstructions/4195297.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7143-1","http://cache.lego.com/bigdownloads/buildinginstructions/4176941.pdf","Jedi Starfighter™","BI 7143","2010-01-01","2017-06-28"
"7144-1","http://cache.lego.com/bigdownloads/buildinginstructions/4127836.pdf","Slave I™","BUILD.INST. FOR 7144","2010-01-01","2017-06-28"
"7145-1","http://cache.lego.com/bigdownloads/buildinginstructions/4594903.pdf","Von Nebula","BI 3005/56-7145","2010-08-01","2017-06-28"
"7146-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131321.pdf","TIE Fighter™","BI 7146","2010-01-01","2017-06-28"
"7147-1","http://cache.lego.com/bigdownloads/buildinginstructions/4592920.pdf","XPlode","BI 3002/24 - 7147 V. 29","2010-08-01","2017-06-28"
"7147-1","http://cache.lego.com/bigdownloads/buildinginstructions/4592921.pdf","","{No longer listed at LEGO.com}","2010-08-01",
"7147-1","http://cache.lego.com/bigdownloads/buildinginstructions/4622479.pdf","XPlode","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7148-1","http://cache.lego.com/bigdownloads/buildinginstructions/4622484.pdf","Meltdown","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7148-1","http://cache.lego.com/bigdownloads/buildinginstructions/4593366.pdf","Meltdown","BI 3002/28 - 7148 V. 29","2010-08-01","2017-06-28"
"7148-1","http://cache.lego.com/bigdownloads/buildinginstructions/4593367.pdf","","{No longer listed at LEGO.com}","2010-08-01",
"7150-1","http://cache.lego.com/bigdownloads/buildinginstructions/4124912.pdf","TIE Fighter™ & Y-wing™","BUILDING INST. FOR 7150","2010-01-01","2017-06-28"
"7151-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129306.pdf","Sith Infiltrator™","BUILD.INST. FOR 7151","2010-01-01","2017-06-28"
"7152-1","http://cache.lego.com/bigdownloads/buildinginstructions/4195242.pdf","LEGO SYSTEM Y-WING FIGHTER TM","BI  7152","2010-01-01","2017-06-28"
"7153-1","http://cache.lego.com/bigdownloads/buildinginstructions/4177481.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"7153-1","http://cache.lego.com/bigdownloads/buildinginstructions/4195881.pdf","Jango Fett's Slave I™","BI 7153","2010-01-01","2017-06-28"
"7155-1","http://cache.lego.com/bigdownloads/buildinginstructions/4128746.pdf","Trade Federation AAT™","BUILD. INST. FOR 7155","2010-01-01","2017-06-28"
"7156-1","http://cache.lego.com/bigdownloads/buildinginstructions/4592922.pdf","Corroder","BI 3002/24 - 7156 V. 29","2010-08-01","2017-06-28"
"7156-1","http://cache.lego.com/bigdownloads/buildinginstructions/4592923.pdf","","{No longer listed at LEGO.com}","2010-08-01",
"7156-1","http://cache.lego.com/bigdownloads/buildinginstructions/4622481.pdf","Corroder","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7157-1","http://cache.lego.com/bigdownloads/buildinginstructions/4622485.pdf","Thunder","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7157-1","http://cache.lego.com/bigdownloads/buildinginstructions/4593368.pdf","Thunder","BI 3002/28 - 7157 V. 29","2010-08-01","2017-06-28"
"7157-1","http://cache.lego.com/bigdownloads/buildinginstructions/4593369.pdf","","{No longer listed at LEGO.com}","2010-08-01",
"7158-1","http://cache.lego.com/bigdownloads/buildinginstructions/4594905.pdf","Furno Bike","BI 3005/60 -7158","2010-08-01","2017-06-28"
"7159-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133107.pdf","Star Wars Podracing™ - bucket","BUILD.INST FOR 7159 IN","2010-01-01","2017-06-28"
"7159-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133108.pdf","Star Wars Podracing (TM) - bucket","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7160-1","http://cache.lego.com/bigdownloads/buildinginstructions/4595049.pdf","Drop Ship","BI 3006/56 -7160 1/2","2010-08-01","2017-06-28"
"7160-1","http://cache.lego.com/bigdownloads/buildinginstructions/4595050.pdf","Drop Ship","BI 3006/56 -7160 2/2","2010-08-01","2017-06-28"
"7161-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129021.pdf","Gungan' Sub","BUILDING INST. FOR 7161","2010-01-01","2017-06-28"
"7162-1","http://cache.lego.com/bigdownloads/buildinginstructions/4595047.pdf","Rotor","BI 3005/48 - 7162","2010-08-01","2017-06-28"
"7163-1","http://cache.lego.com/bigdownloads/buildinginstructions/4176942.pdf","Republic Gunship™","BI 7163","2010-01-01","2017-06-28"
"7164-1","http://cache.lego.com/bigdownloads/buildinginstructions/4590882.pdf","Preston Stormer","BI 3010/16 - 7164","2010-08-01","2017-06-28"
"7165-1","http://cache.lego.com/bigdownloads/buildinginstructions/4590883.pdf","Natalie Breez","BI 3010/16 - 7165","2010-08-01","2017-06-28"
"7166-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131322.pdf","Imperial™ Shuttle","BI 7166","2010-01-01","2017-06-28"
"7167-1","http://cache.lego.com/bigdownloads/buildinginstructions/4590884.pdf","William Furno","BI 3010/16 - 7167","2010-08-01","2017-06-28"
"7168-1","http://cache.lego.com/bigdownloads/buildinginstructions/4590885.pdf","Dunkan Bulk","BI 3010/16 - 7168","2010-08-01","2017-06-28"
"7169-1","http://cache.lego.com/bigdownloads/buildinginstructions/4590886.pdf","Mark Surge","BI 3010/16 - 7169","2010-08-01","2017-06-28"
"7170-2","http://cache.lego.com/bigdownloads/buildinginstructions/4590887.pdf","Jimi Stringer","BI 3010/16 - 7170","2010-08-01","2017-06-28"
"7171-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129022.pdf","Mos Espa Podracer™","BUILDING INST. FOR 7171","2010-01-01","2017-06-28"
"7172-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515750.pdf","Apple","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7173-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515751.pdf","Pear","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7174-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515752.pdf","Banana","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7175-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515753.pdf","Grapes","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7176-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515754.pdf","Water melon","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7177-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515756.pdf","Orange","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7178-1","http://cache.lego.com/bigdownloads/buildinginstructions/4515757.pdf","Chef","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"7179-1","http://cache.lego.com/bigdownloads/buildinginstructions/4603130.pdf","Bulk & Vapour","BI 3005/40 - 7179","2010-08-01","2017-06-28"
"7180-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129366.pdf","B-wing™ at Rebel Control Center","BUILD. INST  FOR 7180","2010-01-01","2017-06-28"
"7181-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133271.pdf","TIE Interceptor™","BUILD.INST. FOR 7181","2010-01-01","2017-06-28"
"7184-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131277.pdf","Supplemental Instructions","{No longer listed at LEGO.com}","2010-01-01",
"7184-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133083.pdf","Trade Federation MTT™","BUILD.INST FOR 7184","2010-01-01","2017-06-28"
"7186-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131459.pdf","Watto's Junkyard","BI 7186","2010-01-01","2017-06-28"
"7187-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648376.pdf","Escape from Dragon's Prison","BI 3004/68-65/115G, 7187","2011-06-02","2017-06-28"
"7188-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645919.pdf","King's Carriage Ambush","BI 3004/48-BOOK 1-7188","2011-06-02","2017-06-28"
"7188-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645926.pdf","King's Carriage Ambush","BI 3004/48-BOOK 2-7188","2011-06-02","2017-06-28"
"7189-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645755.pdf","Mill Village Raid","BI 3005/48-BOOK 1-7189 VER. 29","2011-06-02","2017-06-28"
"7189-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645757.pdf","Mill Village Raid","BI 3005/48-BOOK 1-7189 VER. 39","2011-06-02","2017-06-28"
"7189-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648380.pdf","Mill Village Raid","BI 3016/76 BOOK 2, 7189 V. 29","2011-06-02","2017-06-28"
"7189-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648381.pdf","Mill Village Raid","BI 3016/76 BOOK 2, 7189 V. 39","2011-06-02","2017-06-28"
"7190-1","http://cache.lego.com/bigdownloads/buildinginstructions/4128764.pdf","Millennium Falcon™","BUILD.INST. FOR 7190","2010-01-01","2017-06-28"
"7191-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133272.pdf","X-wing Fighter™","BUILD.INST. 7191","2010-01-01","2017-06-28"
"7194-1","http://cache.lego.com/bigdownloads/buildinginstructions/4170526.pdf","Yoda™","BI 7194","2010-01-01","2017-06-28"
"7195-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561819.pdf","Ambush in Cairo","BI 3001/16 - 7195","2010-01-01","2017-06-28"
"7196-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561820.pdf","Chauchilla Cemetery Battle","BI 3002/48 - 7196","2010-01-01","2017-06-28"
"7197-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561824.pdf","Venice Canal Chase","BI 3006/64 - 7197","2010-01-01","2017-06-28"
"7198-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561826.pdf","Fighter Plane Attack","BI 3006/64 - 7198","2010-01-01","2017-06-28"
"7199-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561829.pdf","The Temple of Doom™","BI 3006/64 - 7199 1/2","2010-01-01","2017-06-28"
"7199-1","http://cache.lego.com/bigdownloads/buildinginstructions/4561831.pdf","The Temple of Doom™","BI 3006/48 - 7199 2/2","2010-01-01","2017-06-28"
"7200-1","http://cache.lego.com/bigdownloads/buildinginstructions/4170519.pdf","Final Duel I","BI 7200","2010-01-01","2017-06-28"
"7201-1","http://cache.lego.com/bigdownloads/buildinginstructions/4170521.pdf","Final Duel II","BI 7201","2010-01-01","2017-06-28"
"7203-1","http://cache.lego.com/bigdownloads/buildinginstructions/4170522.pdf","Jedi™ Defense I","BI 7203","2010-01-01","2017-06-28"
"7204-1","http://cache.lego.com/bigdownloads/buildinginstructions/4170523.pdf","Jedi™ Defense II","BI 7204","2010-01-01","2017-06-28"
"7206-1","http://cache.lego.com/bigdownloads/buildinginstructions/4585444.pdf","Fire Helicopter","BI 3005/56-7206 V.29 2/2","2010-01-01","2017-06-28"
